CB9615	W3110	0.000945
CB9615	EDL933	0.000139
CB9615	F2a301	0.001074
CB9615	MG1655	0.000921
CB9615	HS	0.000948
CB9615	SSSs046	0.001046
CB9615	536	0.001554
B18BS512	SE11	0.000631
B18BS512	CFT073	0.001662
B18BS512	F2a2457T	0.000819
B18BS512	CB9615	0.001080
B18BS512	B18BS512	0.000000
B18BS512	D1Sd197	0.001187
B18BS512	F5b8401	0.000793
B18BS512	BW2952	0.000794
B18BS512	SMS35	0.001544
B18BS512	APEC01	0.001651
B18BS512	UMN026	0.001432
B18BS512	DH10B	0.000792
B18BS512	IAI39	0.001532
B18BS512	E234869	0.001672
B18BS512	IAI1	0.000599
B18BS512	E24377A	0.000627
B18BS512	ED1a	0.001646
B18BS512	B4Sb227	0.000195
B18BS512	UTI89	0.001648
B18BS512	Sakai	0.001080
B18BS512	S88	0.001628
B18BS512	ATCC8739	0.000887
B18BS512	W3110	0.000820
B18BS512	EDL933	0.001110
B18BS512	F2a301	0.000798
B18BS512	MG1655	0.000791
B18BS512	HS	0.000722
B18BS512	SSSs046	0.000652
B18BS512	536	0.001672
D1Sd197	SE11	0.001166
D1Sd197	CFT073	0.001751
D1Sd197	F2a2457T	0.001193
D1Sd197	CB9615	0.000867
D1Sd197	B18BS512	0.001187
D1Sd197	D1Sd197	0.000000
D1Sd197	F5b8401	0.001208
D1Sd197	BW2952	0.001100
D1Sd197	SMS35	0.001629
D1Sd197	APEC01	0.001765
D1Sd197	UMN026	0.001506
D1Sd197	DH10B	0.001094
D1Sd197	IAI39	0.001538
D1Sd197	E234869	0.001749
D1Sd197	IAI1	0.001173
D1Sd197	E24377A	0.001161
D1Sd197	ED1a	0.001757
D1Sd197	B4Sb227	0.001272
D1Sd197	UTI89	0.001728
D1Sd197	Sakai	0.000878
D1Sd197	S88	0.001728
D1Sd197	ATCC8739	0.001185
D1Sd197	W3110	0.001071
D1Sd197	EDL933	0.000917
D1Sd197	F2a301	0.001240
D1Sd197	MG1655	0.001098
D1Sd197	HS	0.001115
D1Sd197	SSSs046	0.001111
D1Sd197	536	0.001744
F5b8401	SE11	0.000807
F5b8401	CFT073	0.001634
F5b8401	F2a2457T	0.000097
F5b8401	CB9615	0.001084
F5b8401	B18BS512	0.000793
F5b8401	D1Sd197	0.001208
F5b8401	F5b8401	0.000000
F5b8401	BW2952	0.000880
F5b8401	SMS35	0.001563
F5b8401	APEC01	0.001667
F5b8401	UMN026	0.001428
F5b8401	DH10B	0.000877
F5b8401	IAI39	0.001494
F5b8401	E234869	0.001652
F5b8401	IAI1	0.000798
F5b8401	E24377A	0.000816
F5b8401	ED1a	0.001665
F5b8401	B4Sb227	0.000772
F5b8401	UTI89	0.001662
F5b8401	Sakai	0.001091
F5b8401	S88	0.001647
F5b8401	ATCC8739	0.001036
F5b8401	W3110	0.000878
F5b8401	EDL933	0.001116
F5b8401	F2a301	0.000098
F5b8401	MG1655	0.000878
F5b8401	HS	0.000866
F5b8401	SSSs046	0.000774
F5b8401	536	0.001646
BW2952	SE11	0.000664
BW2952	CFT073	0.001547
BW2952	F2a2457T	0.000902
BW2952	CB9615	0.000921
BW2952	B18BS512	0.000794
BW2952	D1Sd197	0.001100
BW2952	F5b8401	0.000880
BW2952	BW2952	0.000000
BW2952	SMS35	0.001414
BW2952	APEC01	0.001546
BW2952	UMN026	0.001250
BW2952	DH10B	0.000003
BW2952	IAI39	0.001379
BW2952	E234869	0.001539
BW2952	IAI1	0.000670
BW2952	E24377A	0.000681
BW2952	ED1a	0.001527
BW2952	B4Sb227	0.000813
BW2952	UTI89	0.001550
BW2952	Sakai	0.000931
BW2952	S88	0.001489
BW2952	ATCC8739	0.002397
BW2952	W3110	0.000007
BW2952	EDL933	0.000954
BW2952	F2a301	0.000877
BW2952	MG1655	0.000005
BW2952	HS	0.000444
BW2952	SSSs046	0.000763
BW2952	536	0.001541
SMS35	SE11	0.001427
SMS35	CFT073	0.001264
SMS35	F2a2457T	0.001577
SMS35	CB9615	0.001458
SMS35	B18BS512	0.001544
SMS35	D1Sd197	0.001629
SMS35	F5b8401	0.001563
SMS35	BW2952	0.001414
SMS35	SMS35	0.000000
SMS35	APEC01	0.001256
SMS35	UMN026	0.001148
SMS35	DH10B	0.001408
SMS35	IAI39	0.000699
SMS35	E234869	0.001245
SMS35	IAI1	0.001428
SMS35	E24377A	0.001431
SMS35	ED1a	0.001278
SMS35	B4Sb227	0.001511
SMS35	UTI89	0.001254
SMS35	Sakai	0.001469
SMS35	S88	0.001264
SMS35	ATCC8739	0.001531
SMS35	W3110	0.001458
SMS35	EDL933	0.001503
SMS35	F2a301	0.001543
SMS35	MG1655	0.001414
SMS35	HS	0.001417
SMS35	SSSs046	0.001417
SMS35	536	0.001215
APEC01	SE11	0.001565
APEC01	CFT073	0.000429
APEC01	F2a2457T	0.001692
APEC01	CB9615	0.001563
APEC01	B18BS512	0.001651
APEC01	D1Sd197	0.001765
APEC01	F5b8401	0.001667
APEC01	BW2952	0.001546
APEC01	SMS35	0.001256
APEC01	APEC01	0.001001
APEC01	UMN026	0.001474
APEC01	DH10B	0.001546
APEC01	IAI39	0.001264
APEC01	E234869	0.000632
APEC01	IAI1	0.001563
APEC01	E24377A	0.001584
APEC01	ED1a	0.000448
APEC01	B4Sb227	0.001726
APEC01	UTI89	0.000044
APEC01	Sakai	0.001573
APEC01	S88	0.000054
APEC01	ATCC8739	0.003495
APEC01	W3110	0.001579
APEC01	EDL933	0.001603
APEC01	F2a301	0.001659
APEC01	MG1655	0.001548
APEC01	HS	0.001562
APEC01	SSSs046	0.001611
APEC01	536	0.000467
UMN026	SE11	0.001309
UMN026	CFT073	0.001435
UMN026	F2a2457T	0.001435
UMN026	CB9615	0.001351
UMN026	B18BS512	0.001432
UMN026	D1Sd197	0.001506
UMN026	F5b8401	0.001428
UMN026	BW2952	0.001250
UMN026	SMS35	0.001148
UMN026	APEC01	0.001474
UMN026	UMN026	0.000000
UMN026	DH10B	0.001269
UMN026	IAI39	0.001144
UMN026	E234869	0.001464
UMN026	IAI1	0.001298
UMN026	E24377A	0.001307
UMN026	ED1a	0.001479
UMN026	B4Sb227	0.001465
UMN026	UTI89	0.001473
UMN026	Sakai	0.001363
UMN026	S88	0.001428
UMN026	ATCC8739	0.002469
UMN026	W3110	0.001266
UMN026	EDL933	0.001387
UMN026	F2a301	0.001426
UMN026	MG1655	0.001252
UMN026	HS	0.001302
UMN026	SSSs046	0.001353
UMN026	536	0.001456
DH10B	SE11	0.000660
DH10B	CFT073	0.001545
DH10B	F2a2457T	0.000901
DH10B	CB9615	0.000918
DH10B	B18BS512	0.000792
DH10B	D1Sd197	0.001094
DH10B	F5b8401	0.000877
DH10B	BW2952	0.000003
DH10B	SMS35	0.001408
DH10B	APEC01	0.001546
DH10B	UMN026	0.001269
DH10B	DH10B	0.000000
DH10B	IAI39	0.001379
DH10B	E234869	0.001536
DH10B	IAI1	0.000666
DH10B	E24377A	0.000677
DH10B	ED1a	0.001524
DH10B	B4Sb227	0.000812
DH10B	UTI89	0.001550
DH10B	Sakai	0.000927
DH10B	S88	0.001495
DH10B	ATCC8739	0.002261
DH10B	W3110	0.000005
DH10B	EDL933	0.000949
DH10B	F2a301	0.000875
DH10B	MG1655	0.000003
DH10B	HS	0.000440
DH10B	SSSs046	0.000764
DH10B	536	0.001538
IAI39	SE11	0.001418
IAI39	CFT073	0.001248
IAI39	F2a2457T	0.001486
IAI39	CB9615	0.001449
IAI39	B18BS512	0.001532
IAI39	D1Sd197	0.001538
IAI39	F5b8401	0.001494
IAI39	BW2952	0.001379
IAI39	SMS35	0.000699
IAI39	APEC01	0.001264
IAI39	UMN026	0.001144
IAI39	DH10B	0.001379
IAI39	IAI39	0.000000
IAI39	E234869	0.001258
IAI39	IAI1	0.001424
IAI39	E24377A	0.001407
IAI39	ED1a	0.001269
IAI39	B4Sb227	0.001509
IAI39	UTI89	0.001266
IAI39	Sakai	0.001455
IAI39	S88	0.001281
IAI39	ATCC8739	0.001540
IAI39	W3110	0.001374
IAI39	EDL933	0.001477
IAI39	F2a301	0.001499
IAI39	MG1655	0.001376
IAI39	HS	0.001384
IAI39	SSSs046	0.001418
IAI39	536	0.001236
E234869	SE11	0.001555
E234869	CFT073	0.000622
E234869	F2a2457T	0.001676
E234869	CB9615	0.001523
E234869	B18BS512	0.001672
E234869	D1Sd197	0.001749
E234869	F5b8401	0.001652
E234869	BW2952	0.001539
E234869	SMS35	0.001245
E234869	APEC01	0.000632
E234869	UMN026	0.001464
E234869	DH10B	0.001536
E234869	IAI39	0.001258
E234869	E234869	0.000000
E234869	IAI1	0.001548
E234869	E24377A	0.001563
E234869	ED1a	0.000634
E234869	B4Sb227	0.001712
E234869	UTI89	0.000623
E234869	Sakai	0.001529
E234869	S88	0.000650
E234869	ATCC8739	0.003477
E234869	W3110	0.001571
E234869	EDL933	0.001558
E234869	F2a301	0.001646
E234869	MG1655	0.001541
E234869	HS	0.001555
E234869	SSSs046	0.001594
E234869	536	0.000635
IAI1	SE11	0.000315
IAI1	CFT073	0.001557
IAI1	F2a2457T	0.000812
IAI1	CB9615	0.000978
IAI1	B18BS512	0.000599
IAI1	D1Sd197	0.001173
IAI1	F5b8401	0.000798
IAI1	BW2952	0.000670
IAI1	SMS35	0.001428
IAI1	APEC01	0.001563
IAI1	UMN026	0.001298
IAI1	DH10B	0.000666
IAI1	IAI39	0.001424
IAI1	E234869	0.001548
IAI1	IAI1	0.000000
IAI1	E24377A	0.000344
IAI1	ED1a	0.001549
IAI1	B4Sb227	0.000622
IAI1	UTI89	0.001563
IAI1	Sakai	0.000987
IAI1	S88	0.001529
IAI1	ATCC8739	0.003084
IAI1	W3110	0.000700
IAI1	EDL933	0.001012
IAI1	F2a301	0.000791
IAI1	MG1655	0.000669
IAI1	HS	0.000585
IAI1	SSSs046	0.000607
IAI1	536	0.001555
E24377A	SE11	0.000345
E24377A	CFT073	0.001569
E24377A	F2a2457T	0.000842
E24377A	CB9615	0.000982
E24377A	B18BS512	0.000627
E24377A	D1Sd197	0.001161
E24377A	F5b8401	0.000816
E24377A	BW2952	0.000681
E24377A	SMS35	0.001431
E24377A	APEC01	0.001584
E24377A	UMN026	0.001307
E24377A	DH10B	0.000677
E24377A	IAI39	0.001407
E24377A	E234869	0.001563
E24377A	IAI1	0.000344
E24377A	E24377A	0.000000
E24377A	ED1a	0.001541
E24377A	B4Sb227	0.000653
E24377A	UTI89	0.001584
E24377A	Sakai	0.000988
E24377A	S88	0.001530
E24377A	ATCC8739	0.002499
E24377A	W3110	0.000710
E24377A	EDL933	0.001015
E24377A	F2a301	0.000812
E24377A	MG1655	0.000680
E24377A	HS	0.000598
E24377A	SSSs046	0.000622
E24377A	536	0.001569
ED1a	SE11	0.001550
ED1a	CFT073	0.000445
ED1a	F2a2457T	0.001692
ED1a	CB9615	0.001587
ED1a	B18BS512	0.001646
ED1a	D1Sd197	0.001757
ED1a	F5b8401	0.001665
ED1a	BW2952	0.001527
ED1a	SMS35	0.001278
ED1a	APEC01	0.000448
ED1a	UMN026	0.001479
ED1a	DH10B	0.001524
ED1a	IAI39	0.001269
ED1a	E234869	0.000634
ED1a	IAI1	0.001549
ED1a	E24377A	0.001541
ED1a	ED1a	0.000000
ED1a	B4Sb227	0.001704
ED1a	UTI89	0.000443
ED1a	Sakai	0.001590
ED1a	S88	0.000467
ED1a	ATCC8739	0.002873
ED1a	W3110	0.001549
ED1a	EDL933	0.001621
ED1a	F2a301	0.001666
ED1a	MG1655	0.001528
ED1a	HS	0.001563
ED1a	SSSs046	0.001589
ED1a	536	0.000475
B4Sb227	SE11	0.000637
B4Sb227	CFT073	0.001727
B4Sb227	F2a2457T	0.000794
B4Sb227	CB9615	0.001095
B4Sb227	B18BS512	0.000195
B4Sb227	D1Sd197	0.001272
B4Sb227	F5b8401	0.000772
B4Sb227	BW2952	0.000813
B4Sb227	SMS35	0.001511
B4Sb227	APEC01	0.001726
B4Sb227	UMN026	0.001465
B4Sb227	DH10B	0.000812
B4Sb227	IAI39	0.001509
B4Sb227	E234869	0.001712
B4Sb227	IAI1	0.000622
B4Sb227	E24377A	0.000653
B4Sb227	ED1a	0.001704
B4Sb227	B4Sb227	0.000000
B4Sb227	UTI89	0.001722
B4Sb227	Sakai	0.001108
B4Sb227	S88	0.001689
B4Sb227	ATCC8739	0.000820
B4Sb227	W3110	0.000851
B4Sb227	EDL933	0.001135
B4Sb227	F2a301	0.000764
B4Sb227	MG1655	0.000815
B4Sb227	HS	0.000769
B4Sb227	SSSs046	0.000649
B4Sb227	536	0.001709
UTI89	SE11	0.001571
UTI89	CFT073	0.000407
UTI89	F2a2457T	0.001678
UTI89	CB9615	0.001566
UTI89	B18BS512	0.001648
UTI89	D1Sd197	0.001728
UTI89	F5b8401	0.001662
UTI89	BW2952	0.001550
UTI89	SMS35	0.001254
UTI89	APEC01	0.000044
UTI89	UMN026	0.001473
UTI89	DH10B	0.001550
UTI89	IAI39	0.001266
UTI89	E234869	0.000623
UTI89	IAI1	0.001563
UTI89	E24377A	0.001584
UTI89	ED1a	0.000443
UTI89	B4Sb227	0.001722
UTI89	UTI89	0.000000
UTI89	Sakai	0.001576
UTI89	S88	0.000071
UTI89	ATCC8739	0.002679
UTI89	W3110	0.001572
UTI89	EDL933	0.001604
UTI89	F2a301	0.001658
UTI89	MG1655	0.001552
UTI89	HS	0.001560
UTI89	SSSs046	0.001614
UTI89	536	0.000436
Sakai	SE11	0.000991
Sakai	CFT073	0.001577
Sakai	F2a2457T	0.001112
Sakai	CB9615	0.000110
Sakai	B18BS512	0.001080
Sakai	D1Sd197	0.000878
Sakai	F5b8401	0.001091
Sakai	BW2952	0.000931
Sakai	SMS35	0.001469
Sakai	APEC01	0.001573
Sakai	UMN026	0.001363
Sakai	DH10B	0.000927
Sakai	IAI39	0.001455
Sakai	E234869	0.001529
Sakai	IAI1	0.000987
Sakai	E24377A	0.000988
Sakai	ED1a	0.001590
Sakai	B4Sb227	0.001108
Sakai	UTI89	0.001576
Sakai	Sakai	0.000000
Sakai	S88	0.001538
Sakai	ATCC8739	0.003475
Sakai	W3110	0.000952
Sakai	EDL933	0.000042
Sakai	F2a301	0.001081
Sakai	MG1655	0.000929
Sakai	HS	0.000955
Sakai	SSSs046	0.001057
Sakai	536	0.001569
S88	SE11	0.001536
S88	CFT073	0.000455
S88	F2a2457T	0.001676
S88	CB9615	0.001524
S88	B18BS512	0.001628
S88	D1Sd197	0.001728
S88	F5b8401	0.001647
S88	BW2952	0.001489
S88	SMS35	0.001264
S88	APEC01	0.000054
S88	UMN026	0.001428
S88	DH10B	0.001495
S88	IAI39	0.001281
S88	E234869	0.000650
S88	IAI1	0.001529
S88	E24377A	0.001530
S88	ED1a	0.000467
S88	B4Sb227	0.001689
S88	UTI89	0.000071
S88	Sakai	0.001538
S88	S88	0.000000
S88	ATCC8739	0.002815
S88	W3110	0.001512
S88	EDL933	0.001567
S88	F2a301	0.001642
S88	MG1655	0.001492
S88	HS	0.001530
S88	SSSs046	0.001572
S88	536	0.000493
ATCC8739	SE11	0.002761
ATCC8739	CFT073	0.003646
ATCC8739	F2a2457T	0.000959
ATCC8739	CB9615	0.003433
ATCC8739	B18BS512	0.000887
ATCC8739	D1Sd197	0.001185
ATCC8739	F5b8401	0.001036
ATCC8739	BW2952	0.002397
ATCC8739	SMS35	0.001531
ATCC8739	APEC01	0.003495
ATCC8739	UMN026	0.002469
ATCC8739	DH10B	0.002261
ATCC8739	IAI39	0.001540
ATCC8739	E234869	0.003477
ATCC8739	IAI1	0.003084
ATCC8739	E24377A	0.002499
ATCC8739	ED1a	0.002873
ATCC8739	B4Sb227	0.000820
ATCC8739	UTI89	0.002679
ATCC8739	Sakai	0.003475
ATCC8739	S88	0.002815
ATCC8739	ATCC8739	0.000000
ATCC8739	W3110	0.000484
ATCC8739	EDL933	0.001732
ATCC8739	F2a301	0.001148
ATCC8739	MG1655	0.002450
ATCC8739	HS	0.003137
ATCC8739	SSSs046	0.000858
ATCC8739	536	0.003743
W3110	SE11	0.000685
W3110	CFT073	0.001583
W3110	F2a2457T	0.000860
W3110	CB9615	0.000945
W3110	B18BS512	0.000820
W3110	D1Sd197	0.001071
W3110	F5b8401	0.000878
W3110	BW2952	0.000007
W3110	SMS35	0.001458
W3110	APEC01	0.001579
W3110	UMN026	0.001266
W3110	DH10B	0.000005
W3110	IAI39	0.001374
W3110	E234869	0.001571
W3110	IAI1	0.000700
W3110	E24377A	0.000710
W3110	ED1a	0.001549
W3110	B4Sb227	0.000851
W3110	UTI89	0.001572
W3110	Sakai	0.000952
W3110	S88	0.001512
W3110	ATCC8739	0.000484
W3110	W3110	0.000000
W3110	EDL933	0.000976
W3110	F2a301	0.000912
W3110	MG1655	0.000003
W3110	HS	0.000477
W3110	SSSs046	0.000784
W3110	536	0.001578
EDL933	SE11	0.001018
EDL933	CFT073	0.001606
EDL933	F2a2457T	0.001141
EDL933	CB9615	0.000139
EDL933	B18BS512	0.001110
EDL933	D1Sd197	0.000917
EDL933	F5b8401	0.001116
EDL933	BW2952	0.000954
EDL933	SMS35	0.001503
EDL933	APEC01	0.001603
EDL933	UMN026	0.001387
EDL933	DH10B	0.000949
EDL933	IAI39	0.001477
EDL933	E234869	0.001558
EDL933	IAI1	0.001012
EDL933	E24377A	0.001015
EDL933	ED1a	0.001621
EDL933	B4Sb227	0.001135
EDL933	UTI89	0.001604
EDL933	Sakai	0.000042
EDL933	S88	0.001567
EDL933	ATCC8739	0.001732
EDL933	W3110	0.000976
EDL933	EDL933	0.000000
EDL933	F2a301	0.001110
EDL933	MG1655	0.000951
EDL933	HS	0.000980
EDL933	SSSs046	0.001090
EDL933	536	0.001602
F2a301	SE11	0.000806
F2a301	CFT073	0.001628
F2a301	F2a2457T	0.000029
F2a301	CB9615	0.001074
F2a301	B18BS512	0.000798
F2a301	D1Sd197	0.001240
F2a301	F5b8401	0.000098
F2a301	BW2952	0.000877
F2a301	SMS35	0.001543
F2a301	APEC01	0.001659
F2a301	UMN026	0.001426
F2a301	DH10B	0.000875
F2a301	IAI39	0.001499
F2a301	E234869	0.001646
F2a301	IAI1	0.000791
F2a301	E24377A	0.000812
F2a301	ED1a	0.001666
F2a301	B4Sb227	0.000764
F2a301	UTI89	0.001658
F2a301	Sakai	0.001081
F2a301	S88	0.001642
F2a301	ATCC8739	0.001148
F2a301	W3110	0.000912
F2a301	EDL933	0.001110
F2a301	F2a301	0.000000
F2a301	MG1655	0.000874
F2a301	HS	0.000867
F2a301	SSSs046	0.000789
F2a301	536	0.001630
MG1655	SE11	0.000662
MG1655	CFT073	0.001548
MG1655	F2a2457T	0.000900
MG1655	CB9615	0.000921
MG1655	B18BS512	0.000791
MG1655	D1Sd197	0.001098
MG1655	F5b8401	0.000878
MG1655	BW2952	0.000005
MG1655	SMS35	0.001414
MG1655	APEC01	0.001548
MG1655	UMN026	0.001252
MG1655	DH10B	0.000003
MG1655	IAI39	0.001376
MG1655	E234869	0.001541
MG1655	IAI1	0.000669
MG1655	E24377A	0.000680
MG1655	ED1a	0.001528
MG1655	B4Sb227	0.000815
MG1655	UTI89	0.001552
MG1655	Sakai	0.000929
MG1655	S88	0.001492
MG1655	ATCC8739	0.002450
MG1655	W3110	0.000003
MG1655	EDL933	0.000951
MG1655	F2a301	0.000874
MG1655	MG1655	0.000000
MG1655	HS	0.000448
MG1655	SSSs046	0.000763
MG1655	536	0.001542
HS	SE11	0.000583
HS	CFT073	0.001551
HS	F2a2457T	0.000889
HS	CB9615	0.000948
HS	B18BS512	0.000722
HS	D1Sd197	0.001115
HS	F5b8401	0.000866
HS	BW2952	0.000444
HS	SMS35	0.001417
HS	APEC01	0.001562
HS	UMN026	0.001302
HS	DH10B	0.000440
HS	IAI39	0.001384
HS	E234869	0.001555
HS	IAI1	0.000585
HS	E24377A	0.000598
HS	ED1a	0.001563
HS	B4Sb227	0.000769
HS	UTI89	0.001560
HS	Sakai	0.000955
HS	S88	0.001530
HS	ATCC8739	0.003137
HS	W3110	0.000477
HS	EDL933	0.000980
HS	F2a301	0.000867
HS	MG1655	0.000448
HS	HS	0.000000
HS	SSSs046	0.000704
HS	536	0.001551
SSSs046	SE11	0.000626
SSSs046	CFT073	0.001605
SSSs046	F2a2457T	0.000787
SSSs046	CB9615	0.001046
SSSs046	B18BS512	0.000652
SSSs046	D1Sd197	0.001111
SSSs046	F5b8401	0.000774
SSSs046	BW2952	0.000763
SSSs046	SMS35	0.001417
SSSs046	APEC01	0.001611
SSSs046	UMN026	0.001353
SSSs046	DH10B	0.000764
SSSs046	IAI39	0.001418
SSSs046	E234869	0.001594
SSSs046	IAI1	0.000607
SSSs046	E24377A	0.000622
SSSs046	ED1a	0.001589
SSSs046	B4Sb227	0.000649
SSSs046	UTI89	0.001614
SSSs046	Sakai	0.001057
SSSs046	S88	0.001572
SSSs046	ATCC8739	0.000858
SSSs046	W3110	0.000784
SSSs046	EDL933	0.001090
SSSs046	F2a301	0.000789
SSSs046	MG1655	0.000763
SSSs046	HS	0.000704
SSSs046	SSSs046	0.000000
SSSs046	536	0.001603
536	SE11	0.001558
536	CFT073	0.000430
536	F2a2457T	0.001668
536	CB9615	0.001554
536	B18BS512	0.001672
536	D1Sd197	0.001744
536	F5b8401	0.001646
536	BW2952	0.001541
536	SMS35	0.001215
536	APEC01	0.000467
536	UMN026	0.001456
536	DH10B	0.001538
536	IAI39	0.001236
536	E234869	0.000635
536	IAI1	0.001555
536	E24377A	0.001569
536	ED1a	0.000475
536	B4Sb227	0.001709
536	UTI89	0.000436
536	Sakai	0.001569
536	S88	0.000493
536	ATCC8739	0.003743
536	W3110	0.001578
536	EDL933	0.001602
536	F2a301	0.001630
536	MG1655	0.001542
536	HS	0.001551
536	SSSs046	0.001603
536	536	0.000000
